,locations,timeOfDay,stayTime,locationType,placeID,randomized_stay_time,,openHours,parking,diner
1883,Pettah Market,Morning,150,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,156.95432868588665,,,,
250,Pettah Market,Evening,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,57.62496690146798,,,,
249,Pettah Market,Morning,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,35.528988082591695,,,,
3326,Pettah Market,Morning,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,142.57924818133506,,,,
3327,Pettah Market,Evening,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,137.13378767755265,,,,
3330,Pettah Market,Morning,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,135.80204253723053,,,,
2920,Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,94.18596141205632,,,,
2484,Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,89.2249664,,,,
3058,Pettah Market,Evening,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,127.41279576258464,,,,
2831,Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,88.74396477355802,,,,
2751,Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,99.74705480128657,,,,
869,Pettah Market,Night,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,72.09032694884166,,,,
868,Pettah Market,Evening,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,129.16617471292668,,,,
867,Pettah Market,Morning,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,105.59791318043786,,,,
2616,Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,103.62704791995114,,,,
2617,Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,109.20530836522595,,,,
2618,Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,119.46078006207264,,,,
2620,Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,73.36657667325574,,,,
1192,Pettah Market,Night,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,68.44998001351043,,,,
1191,Pettah Market,Evening,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,77.99969993483258,,,,
2635,Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,98.79329000479936,,,,
2641,Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,101.14526496430209,,,,
2642,Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,98.01133237198842,,,,
2386,Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,93.81979900744943,,,,
1076,Pettah Market,Morning,200,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,205.25777372063075,,,,
2253,Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,86.57111531812909,,,,
1077,Pettah Market,Evening,200,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,191.70700286420163,,,,
835,Pettah Market,Night,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,106.08523968205563,,,,
691,Pettah Market,Evening,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,45.37467618666808,,,,
1055,Pettah Market,Evening,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,49.357053430428884,,,,
2607,Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,100.56563987047222,,,,
2606,Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,96.21272285471525,,,,
2426,Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,89.16996485557428,,,,
1039,Pettah Market,Morning,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,54.412811316084486,,,,
1040,Pettah Market,Evening,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,43.56740447629689,,,,
2416,Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,101.29972563022514,,,,
676,Pettah Market,Evening,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,58.34078534363213,,,,
677,Pettah Market,Night,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,24.205605484375283,,,,
2223,Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,86.29390943752031,,,,
2415,Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,103.81759026319696,,,,
2584,Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,93.23212227386757,,,,
834,Pettah Market,Evening,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,115.17078462359748,,,,
888,Pettah Market,Night,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,54.37295775,,,,
2847,Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,79.68222061123095,,,,
2846,Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,84.30211815197958,,,,
887,Pettah Market,Evening,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,113.20412474432824,,,,
1224,Pettah Market,Morning,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,67.88911644720288,,,,
886,Pettah Market,Morning,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,54.016832679427935,,,,
2591,Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,65.41468090658789,,,,
2592,Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,88.39359042,,,,
690,Pettah Market,Morning,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,59.850953312892536,,,,
2605,Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,72.99221757176284,,,,
2224,Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,106.07015309551285,,,,
833,Pettah Market,Morning,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,136.40763440228633,,,,
2808,Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,90.17219802845734,,,,
2662,Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,86.57770878629721,,,,
2339,Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,65.77133783131819,,,,
2338,Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,75.00821438584512,,,,
2337,Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,104.22327199312711,,,,
2717,Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,95.31984792168069,,,,
793,Pettah Market,Evening,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,39.130964845357376,,,,
792,Pettah Market,Morning,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,48.669002205641604,,,,
2725,Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,96.94255924205294,,,,
2301,Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,76.69489779638147,,,,
1144,Pettah Market,Night,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,43.760362140464295,,,,
2708,Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,94.01309560665385,,,,
2726,Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,90.31931748,,,,
1114,Pettah Market,Morning,200,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,203.03151553205333,,,,
1115,Pettah Market,Evening,200,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,223.9487927167832,,,,
1116,Pettah Market,Night,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,52.838279375082216,,,,
1143,Pettah Market,Evening,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,59.442136249299786,,,,
1142,Pettah Market,Morning,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,54.93185029805569,,,,
2737,Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,78.72880116160138,,,,
2738,Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,99.18960131763694,,,,
772,Pettah Market,Evening,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,59.25278140785661,,,,
2313,Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,86.37012855017633,,,,
2760,Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,93.47384793,,,,
2858,Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,70.93661883,,,,
2707,Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,94.70923495158817,,,,
2287,Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,81.42319546107555,,,,
2663,Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,85.27811853048557,,,,
2671,Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,79.86606881785025,,,,
1171,Pettah Market,Evening,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,54.354708901139844,,,,
1170,Pettah Market,Morning,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,61.095491029665865,,,,
722,Pettah Market,Morning,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,55.39085258504435,,,,
723,Pettah Market,Evening,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,56.01466645561445,,,,
724,Pettah Market,Night,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,62.04381505794401,,,,
2362,Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,78.18194124366488,,,,
2361,Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,79.27092870025089,,,,
1156,Pettah Market,Evening,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,66.77121744,,,,
2269,Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,87.89376915,,,,
2789,Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,69.71371024770032,,,,
1091,Pettah Market,Morning,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,52.94099807483468,,,,
1092,Pettah Market,Evening,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,50.984356370116586,,,,
2349,Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,90.00443036,,,,
2348,Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,78.35789883,,,,
742,Pettah Market,Morning,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,28.734189073451862,,,,
743,Pettah Market,Evening,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,41.324741105311965,,,,
744,Pettah Market,Night,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,49.981744127060615,,,,
2777,Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,88.90349335529457,,,,
2685,Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,87.99835475823895,,,,
2859,Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,69.03607942222014,,,,
2830,Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,86.96585731315649,,,,
675,Pettah Market,Morning,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,119.94407970978371,,,,
960,Pettah Market,Night,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,52.87731210238469,,,,
959,Pettah Market,Evening,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,112.28026602313714,,,,
958,Pettah Market,Morning,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,51.974752294650884,,,,
646,Pettah Market,Morning,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,53.92741848260337,,,,
647,Pettah Market,Evening,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,55.421657300186865,,,,
2888,Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,100.24027571538568,,,,
1240,Pettah Market,Evening,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,145.61606278395843,,,,
2885,Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,78.42621436529431,,,,
2884,Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,95.57265827,,,,
648,Pettah Market,Night,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,62.931355464498786,,,,
2525,Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,76.01949870149363,,,,
2881,Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,89.56130271412006,,,,
2880,Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,91.54229874394741,,,,
2526,Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,85.71394343031093,,,,
2527,Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,89.25810899815755,,,,
2465,Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,65.70250642,,,,
2466,Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,84.96344874,,,,
2201,Pettah Market,Morning,180,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,166.63164896754134,,,,
2467,Pettah Market,Night,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,102.21183494983981,,,,
2482,Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,78.02348100793809,,,,
2178,Pettah Market,Morning,180,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,181.72675119182065,,,,
971,Pettah Market,Night,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,48.83509453622445,,,,
970,Pettah Market,Evening,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,51.41354633261017,,,,
969,Pettah Market,Morning,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,47.27317292003784,,,,
2496,Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,96.47135572394299,,,,
988,Pettah Market,Morning,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,43.271255160694615,,,,
1239,Pettah Market,Morning,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,67.94535456511397,,,,
620,Pettah Market,Morning,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,135.47159015755045,,,,
2194,Pettah Market,Morning,180,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,184.21048971506434,,,,
2501,Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,107.31941303372051,,,,
2195,Pettah Market,Evening,180,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,191.80268838945162,,,,
989,Pettah Market,Evening,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,44.99148810440914,,,,
990,Pettah Market,Night,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,31.687591141826303,,,,
2196,Pettah Market,Night,180,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,195.38065036787506,,,,
2197,Pettah Market,Morning,180,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,170.93921970891535,,,,
621,Pettah Market,Evening,120,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,126.99517368596678,,,,
2456,Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,83.96504235850068,,,,
2752,Pettah Market,Evening,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,85.58944423,,,,
1004,Pettah Market,Night,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,38.68545116716868,,,,
941,Pettah Market,Night,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,78.07073624586153,,,,
940,Pettah Market,Evening,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,82.59400652546645,,,,
913,Pettah Market,Morning,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,60.055171531024335,,,,
939,Pettah Market,Morning,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,57.95219851622539,,,,
1002,Pettah Market,Morning,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,59.720394697928846,,,,
1225,Pettah Market,Evening,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,57.721112597972215,,,,
1015,Pettah Market,Evening,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,37.94238400091328,,,,
1003,Pettah Market,Evening,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,59.66049520042816,,,,
1014,Pettah Market,Morning,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,56.757750236511434,,,,
914,Pettah Market,Evening,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,52.40386174219691,,,,
1016,Pettah Market,Night,45,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,37.85249796378571,,,,
2438,Pettah Market,Morning,90,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,85.23324990702352,,,,
915,Pettah Market,Night,60,Shopping Center,ChIJYZELmiFZ4joRKmKnrRRtj9g,73.78880401764876,,,,
2581,Port City,Night,90,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,92.13644318,,,,
34,Port City,Evening,120,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,114.6996687730306,,,,
33,Port City,Morning,200,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,205.34022241008867,,,,
1690,Port City,Morning,150,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,137.91186114249078,,,,
2336,Port City,Evening,90,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,94.50001221433493,,,,
312,Port City,Morning,45,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,52.519206650722865,,,,
313,Port City,Evening,45,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,54.64218633020853,,,,
3469,Port City,Evening,120,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,121.99786361514481,,,,
2917,Port City,Night,90,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,74.73397777375642,,,,
283,Port City,Evening,60,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,60.40685052705708,,,,
2705,Port City,Evening,90,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,97.54698020757436,,,,
2704,Port City,Morning,90,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,86.67585536669883,,,,
284,Port City,Night,200,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,194.51450441206248,,,,
314,Port City,Night,45,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,34.229398670590534,,,,
282,Port City,Morning,120,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,127.22617386091872,,,,
3290,Port City,Evening,120,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,118.20745967216828,,,,
1562,Port City,Morning,45,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,55.58506244095444,,,,
3291,Port City,Night,120,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,113.22238421738226,,,,
2414,Port City,Evening,90,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,95.71879852,,,,
1902,Port City,Night,150,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,141.29525811542237,,,,
1901,Port City,Morning,150,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,126.95960653582804,,,,
967,Port City,Evening,60,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,57.08601414898131,,,,
35,Port City,Night,200,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,191.6415152322395,,,,
3603,Port City,Night,120,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,127.17811419104227,,,,
3538,Port City,Evening,120,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,116.9650647660726,,,,
1637,Port City,Evening,60,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,48.693914616577345,,,,
3483,Port City,Night,120,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,108.5298480587993,,,,
3627,Port City,Night,120,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,124.47456932385735,,,,
3626,Port City,Evening,120,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,123.0321298337702,,,,
3625,Port City,Morning,120,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,99.70105908832527,,,,
2736,Port City,Night,90,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,100.56189427372789,,,,
347,Port City,Night,60,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,79.18509591113897,,,,
1664,Port City,Evening,150,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,166.6718947099796,,,,
1669,Port City,Night,150,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,141.18872228512325,,,,
346,Port City,Evening,45,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,44.382467858305134,,,,
345,Port City,Morning,60,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,51.16023702309951,,,,
2735,Port City,Evening,90,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,96.98673215,,,,
1971,Port City,Morning,180,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,199.32884930146284,,,,
1791,Port City,Morning,150,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,156.09346162627864,,,,
1636,Port City,Morning,60,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,79.45012467024057,,,,
1963,Port City,Night,180,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,188.08194535170608,,,,
3488,Port City,Night,120,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,118.4149366960393,,,,
1438,Port City,Evening,60,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,57.747931895036594,,,,
1439,Port City,Night,120,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,122.769446,,,,
1682,Port City,Night,150,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,148.26268437824854,,,,
968,Port City,Night,60,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,57.64310471,,,,
3232,Port City,Morning,120,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,138.9550202458775,,,,
3233,Port City,Evening,120,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,115.62963532553623,,,,
2580,Port City,Evening,90,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,90.64288501837873,,,,
3234,Port City,Night,120,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,121.12812060145173,,,,
1638,Port City,Night,60,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,87.05273462655299,,,,
791,Port City,Night,120,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,119.24712270105654,,,,
1950,Port City,Night,180,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,185.15883370016905,,,,
1945,Port City,Evening,180,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,192.12558043868123,,,,
1437,Port City,Morning,120,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,108.70821986837693,,,,
1563,Port City,Evening,45,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,57.954570370555345,,,,
119,Port City,Night,120,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,117.82341043059634,,,,
1896,Port City,Night,150,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,152.0017791927822,,,,
3446,Port City,Night,120,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,119.27762551237957,,,,
2523,Port City,Evening,90,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,78.35184044382996,,,,
1073,Port City,Night,120,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,122.54313450437944,,,,
1072,Port City,Evening,60,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,61.37272554863115,,,,
2384,Port City,Morning,90,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,81.61924476804788,,,,
2524,Port City,Night,90,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,103.4681679795969,,,,
3445,Port City,Evening,120,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,116.07971012515948,,,,
1503,Port City,Evening,60,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,53.389957003645215,,,,
75,Port City,Morning,60,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,57.69176481691906,,,,
1845,Port City,Night,150,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,144.27459785968097,,,,
76,Port City,Evening,60,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,76.28374087799997,,,,
3387,Port City,Evening,120,Beaches and Parks,ChIJ2fnv9CxZ4joRsFXQ14mM27Q,110.40263063429023,,,,
